345,90,2,1072970,102199,1469,8943
346,72,2,56372,2332,191,261
347,91,2,69786,453,26,19
348,96,2,204298,9321,386,993
349,269,2,101233,3128,51,93
350,97,2,1126501,48219,444,1083
351,92,2,2498463,75023,1925,3483
352,100,2,224608,14843,180,1004
353,93,2,45965,2284,35,17
354,98,2,317304,17023,84,939
355,87,2,1996082,18992,1049,1322
356,74,2,44939,1576,110,1021
357,85,2,118316,3823,294,404
358,94,2,2244971,101831,12677,11863
359,95,2,2844271,60500,3667,8122
360,83,2,99019,2404,40,135
361,99,2,3591699,212004,3528,20418
362,102,2,1137392,26180,992,1055
363,110,2,147193,5405,151,395
364,111,2,482334,55001,184,3027
365,108,2,269509,10801,158,653
366,106,2,3741812,314872,2647,12114
367,101,2,1185773,45513,1378,4794
368,112,2,178313,9072,98,656
369,113,2,2185367,96850,1130,8216
370,109,2,366814,4099,172,449
371,115,2,797436,29425,585,1497
372,114,2,1646057,53901,1566,5963
373,104,2,271685,3330,854,0
374,270,2,3505996,5934,3400,5162
375,124,2,194946,9278,137,2803
376,120,2,392482,5659,2432,1311
377,125,2,1882868,88072,1219,6083
378,127,2,226317,11702,125,471
379,116,2,232083,14766,408,1107
380,126,2,144694,1012,588,288
381,122,2,908489,12261,339,1600
382,138,2,180606,2400,159,239
383,121,2,308352,15765,399,984
384,136,2,193832,1351,25,128
385,130,2,41251,1561,29,96
386,117,2,524911,7822,185,403
387,129,2,467804,19962,268,953
388,133,2,77302,3756,123,222
389,135,2,304700,12347,577,756
390,131,2,1440724,36686,6598,9637
391,152,2,878560,12961,1468,1788
392,119,2,155533,4621,233,451
393,132,2,161231,7803,169,1479
394,134,2,379918,4472,4507,2066
395,271,2,90454,211,65,59
396,143,2,157037,7800,96,326
397,142,2,895507,38734,550,1270
398,157,2,134372,7979,80,310
399,139,2,55901,477,132,105
400,154,2,207678,10372,69,554
401,272,3,3979891,151850,2378,8079
402,273,3,387902,24442,414,1346
403,274,3,1803724,57470,5261,7483
404,275,3,3621389,141681,1289,8127
405,202,3,1012513,20036,6510,5153
406,276,3,224426,17784,225,2762
407,201,3,1147169,31832,1902,1498
408,206,3,1362421,8970,4131,3857
409,277,3,593969,24672,735,5173
410,203,3,2916453,93039,1765,6493
411,278,3,533940,12633,597,1828
412,279,3,1559003,29898,884,1838
413,204,3,2900560,37329,34908,10768
414,280,3,760341,13283,317,433
415,205,3,1961066,142740,773,8471
416,281,3,1258937,114661,2509,11298
417,282,3,133212,6260,202,528
418,215,3,235655,2665,109,336
419,283,3,208117,21334,255,1229
420,284,3,229515,9435,90,759
421,285,3,1496471,43974,2045,9442
422,286,3,211596,3802,78,232
423,207,3,2223948,76806,1169,4176
424,16,3,5531707,72727,3362,14816
425,287,3,623803,17286,511,6126
426,208,3,1610930,85208,916,5001
427,288,3,42571,3557,147,693
428,216,3,507753,35595,483,2176
429,289,3,237107,2207,138,261
430,290,3,1825705,77531,4156,12025
431,210,3,1251180,32186,455,4166
432,291,3,79863,259,131,47
433,292,3,50934,2793,104,295
434,293,3,21740,979,5,93
435,211,3,574778,7517,154,515
436,212,3,153220,660,320,479
437,294,3,845763,17929,502,2325
438,224,3,42769,175,117,100
439,295,3,177648,6932,786,697
440,220,3,225337,9576,587,2282
441,296,3,17901,2325,50,429
442,214,3,290124,23472,483,2308
443,297,3,15232,84,11,20
444,213,3,1291560,152975,650,8490
445,232,3,28895,309,81,76
446,217,3,520049,28187,452,1607
447,298,3,10838,7,42,10
448,219,3,281868,1546,245,885
449,1,3,2325233,91111,7543,21450
450,221,3,196434,6305,88,762
451,218,3,936075,21642,1202,2877
452,299,3,52607,3835,32,351
453,222,3,91701,5930,70,743
454,300,3,17129,455,18,101
455,2,3,5086221,137819,10468,18395
456,6,3,860406,20489,2507,3083
457,301,3,2394,19,0,2
458,223,3,153583,6989,92,845
459,225,3,587752,11891,1777,6920
460,302,3,128892,1935,68,288
461,303,3,98396,93,19,46
462,304,3,90641,2349,409,1246
463,305,3,62185,4369,82,867
464,306,3,30576,1741,27,283
465,307,3,33887,1350,41,69
466,308,3,12494,252,3,91
467,18,3,338317,11251,120,680
468,228,3,232532,11933,231,607
469,309,3,100472,5140,40,560
470,13,3,2814427,194199,3757,12409
471,310,3,414929,8895,636,2594
472,4,3,827546,15887,1299,3460
473,21,3,440163,17988,211,5752
474,25,3,141129,8451,239,349
475,311,3,34221,1445,593,903
476,3,3,4576001,172379,6952,9440
477,40,3,282854,12958,664,1060
478,238,3,30341,730,22,34
479,234,3,207712,5447,143,1191
480,239,3,135459,9381,29,403
481,312,3,214305,4064,56,430
482,313,3,31910,1699,13,142
483,41,3,265822,9045,346,4701
484,231,3,11769,127,13,0
485,5,3,2584165,147110,2305,19313
486,227,3,175760,15482,138,2164
487,12,3,220189,2338,565,1922
488,241,3,157522,8012,85,286
489,38,3,84091,2892,95,122
490,254,3,1037561,716,117,223
491,246,3,174568,4934,65,208
492,251,3,10457,54,4,2
493,243,3,212992,7049,209,365
494,235,3,31076,1814,36,523
495,8,3,1154280,27632,1096,2547
496,240,3,984836,5855,530,3171
497,31,3,549044,16946,2438,1626
498,242,3,46545,5320,37,1596
499,62,3,32347,145,44,245
500,23,3,319797,17086,164,1356
501,249,3,62620,1170,92,131
502,19,3,372775,21214,119,3433
503,7,3,2567518,18425,2950,2776
504,247,3,120697,2376,38,492
505,15,3,289923,8480,321,2011
506,244,3,209442,19069,289,836
507,49,3,44320,130,77,42
508,14,3,727427,9459,1446,3292
509,236,3,99999,143,12,32
510,29,3,85742,278,128,174
511,69,3,20529,318,11,41
512,24,3,237111,2323,786,636
513,245,3,104295,423,45,551
514,250,3,409445,6345,331,299
515,17,3,365006,9431,741,1278
516,27,3,174023,7010,72,632
517,314,3,37575,1679,21,82
518,28,3,248499,13613,359,1870
519,22,3,327935,4345,175,261
520,315,3,59466,39,14,34
521,35,3,403564,2581,159,477
522,253,3,264129,6161,356,579
523,58,3,36859,23,10,135
524,43,3,22101,83,74,61
525,34,3,133296,5012,159,737
526,26,3,297046,9905,266,1551
527,252,3,28147,1801,48,263
528,255,3,46308,4511,91,442
529,248,3,33513,607,42,70
530,32,3,102878,225,182,0
531,257,3,136066,4355,158,318
532,59,3,100120,154,15,48
533,259,3,42472,303,32,36
534,39,3,863232,46439,1828,3708
535,33,3,22702386,869304,50018,123227
536,256,3,6904,18,58,53
537,316,3,1338,4,0,0
538,30,3,58604,828,253,305
539,36,3,121979,2901,210,595
540,261,3,215222,4720,55,264
541,46,3,1826373,37692,2026,2759
542,317,3,1118,6,0,2
543,65,3,251684,769,95,748
544,264,3,6355501,424406,6451,28735
545,44,3,381688,16467,18775,8352
546,260,3,6743,11,35,16
547,318,3,687,10,2,5
548,57,3,190543,6369,137,518
549,51,3,2083918,106243,1461,12707
550,262,3,350422,4735,1839,744
551,319,3,8088,280,4,145
552,263,3,3839,48,3,25
553,50,3,2328148,48904,3008,8459
554,52,3,10309,254,7,19
555,54,3,15432746,233172,19513,12709
556,265,3,92327,182,45,0
557,320,3,9036,427,14,79
558,55,3,216234,7715,230,470
559,321,3,5119,20,1,3
560,64,3,4435991,139054,4059,6887
561,322,3,1249702,1988,299,1554
562,61,3,300601,10497,382,991
563,66,3,616371,8926,461,1026
564,67,3,3031863,121285,1186,6852
565,84,3,10542,77,22,65
566,68,3,3790933,127412,8857,5449
567,266,3,1167646,2691,916,1122
568,63,3,849499,27121,2042,5181
569,78,3,2398093,48511,2221,1843
570,70,3,7727696,59673,11124,7350
571,75,3,383308,20371,627,1732
572,268,3,5366,19,0,2
573,76,3,272466,2586,5609,2323
574,88,3,58135,519,69,65
575,71,3,43449654,1788960,24548,93428
576,81,3,525210,24412,1259,1847
577,82,3,390261,9474,3091,3207
578,85,3,122772,3912,298,403
579,93,3,46260,2286,35,17
580,86,3,243412,7782,104,340
581,323,3,465893,111,14,59
582,72,3,59168,2412,193,274
583,73,3,82713,3124,151,250
584,90,3,1233722,115781,1615,9706
585,91,3,71089,460,27,20
586,269,3,127404,3869,56,111
587,98,3,339256,17267,85,948
588,96,3,226659,9725,400,1027
589,100,3,241314,15071,186,1011
590,92,3,2624056,75930,1949,3555
591,97,3,1354030,57838,512,1257
592,74,3,45236,1581,110,911
593,80,3,172587,379,49,199
594,87,3,2122489,20085,1104,1321
595,94,3,2291077,102726,12794,11941
596,89,3,935744,37129,622,2673
597,102,3,1262652,28119,1047,1113
598,267,3,49915,386,11,24
599,111,3,505794,55628,192,3033
600,99,3,3680540,216119,3570,20544
601,324,4,1603415,65594,700,12169
602,325,4,2585193,40775,3498,8834
603,326,4,4722974,119107,3782,6651
604,272,4,6659676,223821,4515,11792
605,327,4,804363,39816,6304,10586
606,328,4,2336528,6729,167,1286
607,329,4,501670,28309,422,4084
608,330,4,334497,12594,622,588
609,331,4,499946,135292,3528,12094
610,332,4,1164713,88541,742,6750
611,333,4,2935330,281095,2679,16009
612,334,4,397983,5666,1682,1306
613,335,4,3483755,789750,2840,72376
614,336,4,505886,23207,5375,7030
615,337,4,178977,14355,87,429
616,338,4,406769,6593,397,1253
617,339,4,1117997,50946,760,5525
618,340,4,1117510,61075,463,64506
619,273,4,677167,31301,747,1690
620,276,4,463992,25840,509,3708
621,341,4,228846,1326,501,1166
622,342,4,1276326,70960,811,4293
623,343,4,340348,5474,372,653
624,344,4,1035804,18816,737,1133
625,345,4,270859,11492,576,1715
626,346,4,218153,5155,308,655
627,347,4,177348,18022,507,3143
628,348,4,655161,21013,2563,2671
629,274,4,2128788,61484,7800,9079
630,349,4,1693011,84669,810,14183
631,277,4,816696,29135,1267,8648
632,202,4,1223069,23939,8061,6518
633,350,4,5938,108,3,21
634,283,4,531746,32749,642,1731
635,351,4,76491,3849,95,217
636,352,4,769769,6133,1124,2837
637,206,4,1828753,10814,5339,4793
638,281,4,1884763,135815,3303,12752
639,282,4,284037,9821,397,708
640,201,4,1333817,35950,2080,1611
641,353,4,39504,1389,92,696
642,354,4,81947,8184,146,922
643,355,4,673010,58902,786,2901
644,288,4,88644,5172,453,976
645,284,4,420033,14353,147,1071
646,356,4,326709,5340,207,323
647,287,4,736829,18708,794,6460
648,203,4,3300683,98182,1914,6794
649,215,4,363095,3657,146,389
650,357,4,516456,21523,1107,2972
651,204,4,3495474,41976,42467,12311
652,205,4,2167114,151277,862,8848
653,358,4,55460,3871,96,428
654,285,4,1716572,46900,2404,10160
655,286,4,328417,5188,129,299
656,289,4,325333,2750,307,383
657,359,4,116732,5023,314,1086
658,292,4,82048,3539,144,347
659,360,4,59190,2001,86,527
660,361,4,113926,1026,37,333
661,362,4,82415,4468,70,354
662,208,4,1843479,91834,1030,5441
663,363,4,76475,4208,44,284
664,291,4,100908,314,190,80
665,293,4,30569,1184,14,130
666,364,4,360001,28058,385,942
667,216,4,615712,38795,594,2446
668,365,4,23429,365,10,188
669,297,4,26922,111,14,38
670,366,4,69199,4237,15,220
671,210,4,1351046,33595,496,4344
672,211,4,647820,8122,168,530
673,367,4,276231,30255,412,2293
674,368,4,6582,174,8,22
675,224,4,52292,204,148,120
676,220,4,253763,10327,691,2552
677,369,4,12831,86,5,35
678,232,4,38818,370,112,95
679,298,4,19800,10,102,17
680,214,4,322642,25373,537,2414
681,213,4,1383687,159600,682,8793
682,370,4,77486,5189,60,3194
683,212,4,157973,681,337,546
684,299,4,65197,4287,36,396
685,217,4,575434,29299,514,1749
686,296,4,24416,2738,83,479
687,371,4,378984,7464,299,359
688,222,4,101742,6282,89,797
689,307,4,54697,1693,65,79
690,1,4,2400741,92831,7687,21714
691,218,4,962308,22111,1219,2928
692,372,4,22383,921,26,78
693,6,4,914680,21174,2586,3064
694,2,4,5392036,142006,10797,18930
695,373,4,28169,1623,19,113
696,223,4,162006,7229,97,886
697,225,4,650799,12694,1946,6656
698,374,4,298744,5906,444,1502
699,375,4,12858,37,1,5
700,306,4,34968,1834,27,317
701,302,4,137518,1990,70,304
702,305,4,66349,4544,87,887
703,18,4,356406,11637,120,699
704,13,4,3228511,204840,3983,12937
705,309,4,113820,5562,50,593
706,228,4,244538,12392,236,598
707,233,4,80687,197,30,53
708,310,4,492640,10058,744,2481
709,239,4,167484,10718,37,440
710,4,4,863397,16213,1337,2913
711,21,4,467678,18528,219,5726
712,40,4,340068,14253,719,1174
713,231,4,16017,206,16,0
714,3,4,4737269,175762,7017,9557
715,311,4,39122,1572,629,949
716,234,4,214925,5591,145,1281
717,312,4,240124,4288,58,438
718,41,4,310812,10079,398,5112
719,252,4,34262,2023,71,299
720,25,4,143522,8593,241,349
721,227,4,189155,16242,141,2204
722,12,4,224207,2366,570,1919
723,5,4,2656622,149105,2339,19644
724,313,4,39490,1932,14,159
725,31,4,952966,28677,3540,2497
726,8,4,1194113,28200,1111,2582
727,23,4,327639,17313,165,1401
728,240,4,1014512,5954,541,3174
729,62,4,32977,146,45,232
730,19,4,396661,21839,127,3337
731,247,4,130950,2448,39,503
732,38,4,96267,3194,105,129
733,29,4,86671,280,128,174
734,15,4,296542,8575,328,2018
735,7,4,2630503,18741,2999,2810
736,235,4,33738,1933,36,491
737,250,4,426359,6418,333,344
738,242,4,50473,5682,39,1634
739,14,4,759217,9848,1511,3477
740,249,4,68613,1288,101,142
741,251,4,10899,58,4,5
742,27,4,181539,7193,74,642
743,245,4,108991,430,45,556
744,246,4,186961,5065,68,222
745,376,4,83497,410,28,76
746,377,4,3591,92,4,14
747,49,4,47069,131,77,41
748,35,4,442407,2742,172,473
749,17,4,368795,9519,746,1273
750,253,4,277792,6408,371,591
751,43,4,22221,83,74,63
752,34,4,142010,5190,163,720
753,28,4,256761,13909,374,1730
754,26,4,313133,10118,270,1584
755,378,4,66800,3578,75,351
756,255,4,48179,4603,92,446
757,22,4,336398,4447,179,265
758,379,4,42422,243,8,58
759,314,4,48864,1941,22,86
760,248,4,34460,620,43,65
761,315,4,64932,39,14,30
762,32,4,106641,230,183,0
763,257,4,141308,4455,169,327
764,259,4,43426,309,33,47
765,39,4,900779,47602,1876,3796
766,256,4,6993,20,58,53
767,33,4,24578152,891282,51977,125444
768,316,4,1431,4,0,0
769,264,4,7095077,438470,6754,29178
770,30,4,58689,831,253,306
771,36,4,122634,2908,210,595
772,65,4,256760,782,98,793
773,319,4,8993,292,5,162
774,260,4,6801,11,35,16
775,317,4,1204,7,0,2
776,261,4,227162,4836,60,268
777,46,4,1856410,38114,2049,2768
778,318,4,704,10,2,5
779,44,4,393265,16805,19201,8480
780,262,4,352770,4782,1838,741
781,263,4,3914,48,3,24
782,320,4,9747,447,14,81
783,52,4,10541,261,7,19
784,54,4,17679753,248909,21039,13058
785,50,4,2374251,49509,3038,8545
786,64,4,5159763,146732,4515,7048
787,57,4,194930,6466,139,536
788,321,4,5318,20,1,3
789,55,4,218186,7773,230,443
790,322,4,1267977,2028,304,1586
791,66,4,629166,8985,463,1030
792,70,4,8041928,60434,11437,7545
793,68,4,3913682,129182,8991,5531
794,84,4,11156,86,22,74
795,60,4,312769,8665,360,966
796,78,4,2954882,52519,2453,1948
797,92,4,2720774,76529,1960,3599
798,75,4,403887,20780,643,1739
799,76,4,277614,2609,5622,2337
800,268,4,6247,22,0,2
801,324,5,6451949,150015,2976,26863
802,331,5,18558186,1002549,32178,59945
803,325,5,7797259,94545,8233,17122
804,380,5,1291361,16081,1368,2877
805,381,5,823285,89055,1565,7649
806,327,5,1593121,61135,10680,16283
807,382,5,366048,14742,1308,1948
808,383,5,133092,4168,141,266
809,326,5,8072982,174944,6413,9529
810,328,5,3252728,10779,282,1949
811,384,5,178325,1641,83,178
812,385,5,81759,5896,166,864
813,386,5,4340962,396790,11280,41890
814,387,5,646615,68813,1083,5977
815,272,5,8291139,254158,5437,11910
816,388,5,751525,77456,566,3164
817,329,5,803802,36813,619,5178
818,389,5,803168,35094,489,3320
819,332,5,1654828,109421,992,7924
820,390,5,185707,7018,57,347
821,330,5,582019,17558,1212,933
822,333,5,4716036,395289,3925,19741
823,391,5,33260,181,79,30
824,392,5,544230,17911,483,3045
825,334,5,523234,6762,2253,1754
826,393,5,187278,9402,472,1373
827,394,5,248793,29652,327,1371
828,395,5,26393,162,74,94
829,339,5,1666003,61821,1055,6597
830,396,5,438484,4629,236,474
831,397,5,123751,3583,283,345
832,337,5,336907,18768,177,603
833,398,5,364124,26993,210,1121
834,399,5,31816,215,39,62
835,400,5,50702,2718,145,98
