id,athlete_team_id,athlete_id,team_id
1,1,1
2,2,1
3,3,2
4,4,3
5,5,4
6,6,5
7,7,5
8,8,4
9,9,6
10,10,6
11,11,6
12,12,6
13,13,6
14,14,6
15,15,6
16,16,6
17,17,6
18,18,6
19,19,6
20,20,7
21,21,7
22,22,8
23,23,7
24,24,7
25,25,7
26,26,7
27,27,4
28,28,7
29,29,4
30,30,4
31,31,9
32,32,7
33,33,6
34,34,10
35,35,7
36,36,4
37,37,7
38,38,7
39,39,7
40,40,7
41,41,7
42,42,11
43,43,7
44,44,9
45,45,7
46,46,7
47,47,7
48,48,12
49,49,9
50,50,9
51,51,13
52,52,10
53,53,14
54,54,15
55,55,13
56,56,10
57,57,16
58,58,16
59,59,16
60,60,16
61,61,16
62,62,17
63,63,13
64,64,18
65,65,19
66,66,20
67,67,21
68,68,22
69,69,13
70,70,23
71,71,23
72,72,24
73,73,10
74,74,22
75,75,25
76,76,26
77,77,26
78,78,27
79,79,28
80,80,13
81,81,25
82,82,29
83,83,28
84,84,5
85,85,13
86,86,13
87,87,30
88,88,30
89,89,28
90,90,21
91,91,17
92,92,17
93,93,10
94,94,28
95,95,25
96,96,31
97,97,31
98,98,29
99,99,32
100,100,32
101,101,33
102,102,14
103,103,17
104,104,18
105,105,34
106,106,17
107,107,17
108,108,17
109,109,35
110,110,36
111,111,37
112,112,38
113,113,38
114,114,35
115,115,37
116,116,39
117,116,14
118,117,40
119,118,14
120,119,14
121,120,38
122,121,37
123,122,41
124,123,37
125,124,14
126,125,42
127,126,15
128,127,37
129,128,15
130,129,19
131,130,19
132,131,19
133,132,17
134,133,43
135,134,17
136,135,4
137,136,17
138,137,17
139,138,38
140,139,44
141,140,45
142,141,46
143,142,5
144,143,47
145,144,48
146,145,5
147,145,45
148,146,45
149,147,45
150,148,5
151,149,5
152,150,5
153,151,45
154,152,5
155,153,12
156,154,14
157,155,14
158,156,14
159,157,14
160,158,14
161,159,49
162,160,14
163,161,14
164,162,39
165,163,14
166,164,5
167,165,50
168,166,10
169,167,35
170,168,51
171,169,14
172,170,14
173,171,14
174,172,20
175,173,39
176,174,14
177,175,39
178,176,14
179,177,20
180,178,20
181,179,14
182,180,14
183,181,14
184,182,39
185,183,14
186,184,14
187,185,39
188,186,14
189,187,14
190,188,20
191,189,14
192,190,14
193,191,14
194,192,14
195,192,39
196,193,39
197,194,14
198,194,39
199,195,52
200,196,14
201,197,14
202,198,14
203,199,14
204,200,14
205,201,14
206,202,14
207,203,53
208,204,14
209,205,39
210,205,14
211,206,14
212,207,14
213,208,39
214,209,14
215,210,39
216,210,14
217,211,14
218,212,14
219,213,14
220,214,14
221,215,14
222,216,14
223,217,14
224,218,14
225,219,39
226,220,14
227,221,14
228,222,14
229,223,14
230,224,14
231,225,20
232,226,14
233,227,14
234,228,14
235,229,14
236,230,14
237,231,14
238,232,14
239,233,20
240,234,14
241,235,14
242,236,10
243,237,14
244,238,34
245,239,14
246,240,14
247,241,14
248,242,14
249,243,14
250,244,14
251,245,14
252,246,34
253,247,34
254,248,34
255,249,15
256,250,54
257,251,47
258,252,41
259,253,55
260,254,14
261,255,5
262,256,47
263,257,56
264,258,45
265,259,20
266,260,15
267,261,26
268,262,57
269,263,45
270,264,14
271,265,14
272,266,14
273,267,18
274,268,26
275,269,14
276,270,14
277,271,58
278,272,59
279,273,38
280,274,35
281,275,42
282,276,14
283,277,42
284,278,59
285,279,20
286,280,60
287,281,38
288,282,61
289,283,62
290,284,38
291,285,35
292,286,38
293,287,41
294,288,63
295,289,36
296,290,61
297,291,15
298,292,51
299,293,36
300,294,64
301,295,42
302,296,37
303,297,37
304,298,38
305,299,38
306,300,38
307,301,37
308,302,38
309,303,14
310,304,61
311,305,65
312,306,66
313,307,35
314,308,37
315,309,67
316,310,38
317,311,38
318,312,33
319,313,45
320,314,14
321,315,30
322,316,68
323,317,38
324,318,14
325,319,14
326,320,41
327,321,14
328,322,5
329,323,38
330,324,14
331,325,65
332,326,65
333,326,38
334,327,35
335,328,14
336,329,42
337,330,69
338,331,20
339,332,33
340,333,19
341,334,19
342,335,70
343,336,70
344,337,19
345,338,19
346,339,19
347,340,35
348,341,14
349,342,65
350,343,65
351,344,14
352,345,35
353,346,35
354,347,38
355,348,14
356,349,5
357,350,70
358,351,71
359,352,70
360,353,72
361,354,21
362,355,72
363,356,53
364,357,73
365,357,70
366,358,30
367,358,70
368,359,71
369,360,74
370,361,75
371,361,74
372,362,74
373,363,74
374,364,74
375,365,74
376,366,74
377,367,74
378,368,74
379,369,74
380,370,74
381,371,74
382,372,74
383,373,74
384,374,74
385,375,74
386,376,76
387,377,64
388,378,64
389,379,34
390,380,14
391,381,15
392,382,26
393,383,77
394,384,78
395,385,13
396,386,78
397,387,43
398,388,5
399,389,5
400,390,45
401,391,79
402,392,80
